Title,Organization,Skills,Difficulty,Type,Duration,Ratings,reviews,enrolled,url,alive
Human Resources Analytics,"University of California, Irvine","Human Resources, People Analysis, Business Analysis, Employee Relations, Human Resources Operations, Leadership and Management, People Development, Communication, Data Visualization, Influencing, Storytelling, Data Analysis",Mixed,Course,1 - 4 Weeks,4.6,1.4K,"82,073",https://www.coursera.org/learn/human-resources-analytics,True
Photography Basics and Beyond: From Smartphone to DSLR,Michigan State University,"Creativity, Social Media, Operations Management, Writing",Beginner,Specialization,3 - 6 Months,4.7,6.2K,,https://www.coursera.org/specializations/photography-basics,True
The Singer Songwriter,Berklee,"Creativity, Writing",Beginner,Specialization,3 - 6 Months,4.8,4.2K,"22,093",https://www.coursera.org/specializations/singer-songwriter,True
CompTIA a+_ cyber,CompTIA,"Cloud Computing, Cyberattacks, Data Management, Human Computer Interaction, Network Security, Operating Systems, System Security",Beginner,Specialization,1 - 3 Months,4.6,25,,https://www.coursera.org/specializations/comptia-aplus-cyber,True
Contabilidad para no contadores,Universidad Nacional Autónoma de México,"Accounting, Finance, Financial Accounting, General Accounting, Accounts Payable and Receivable, Business Analysis, Financial Analysis, Operational Analysis, Planning, Calculus",Beginner,Course,1 - 3 Months,4.8,8.6K,"41,943",https://www.coursera.org/learn/contabilidad,True
Coding for Everyone: C and C++,"University of California, Santa Cruz","C Programming Language Family, Computer Programming, Programming Principles, Algorithms, Data Structures, C++ Programming, Computational Logic, Computer Programming Tools, Computational Thinking, Critical Thinking, Mathematics, Problem Solving, Graph Theory, Theoretical Computer Science",Beginner,Specialization,3 - 6 Months,4.5,9K,"3,053",https://www.coursera.org/specializations/coding-for-everyone,True
Business Statistics and Analysis,Rice University,"Probability & Statistics, Statistical Analysis, Business Analysis, General Statistics, Data Analysis, Spreadsheet Software, Basic Descriptive Statistics, Microsoft Excel, Statistical Tests, Probability Distribution, Business Intelligence, Data Analysis Software, Regression, Data Management, Critical Thinking, Data Visualization, Interactive Data Visualization, Plot (Graphics), Statistical Visualization",Beginner,Specialization,3 - 6 Months,4.7,12K,"127,935",https://www.coursera.org/specializations/business-statistics-analysis,True
Object Oriented Programming in Java,Multiple educators,"Computer Programming, Java Programming, Algorithms, Data Structures, Problem Solving, Programming Principles, Computational Thinking, Computer Programming Tools, Critical Thinking, Software Engineering, Computational Logic, Data Analysis, Visualization (Computer Graphics), Software Testing, Computer Graphics, Cryptography, Data Management",Beginner,Specialization,3 - 6 Months,4.6,15K,"71,713",https://www.coursera.org/specializations/object-oriented-programming,True
Six Sigma Green Belt,University System of Georgia,"Data Analysis, Probability & Statistics, Business Analysis, Process Analysis, Statistical Analysis, General Statistics, Operational Analysis, Business Process Management, Organizational Development, Performance Management, Problem Solving, Project Management, Statistical Tests, Statistical Visualization, Strategy and Operations, Decision Making, Leadership and Management, Mathematics, Operations Management, Supply Chain and Logistics, Entrepreneurship, Planning, Probability Distribution, Data Visualization, Experiment, Interactive Data Visualization, Interactive Design, Design and Product",Intermediate,Specialization,3 - 6 Months,4.7,4K,"59,371",https://www.coursera.org/specializations/six-sigma-green-belt,True
Microsoft Azure Data Fundamentals DP-900 Exam Prep,Microsoft,"Data Management, Databases, Microsoft Azure, Cloud Computing, SQL, Big Data, Data Analysis, Database Application, Data Architecture, Data Warehousing, Cloud Storage, Data Structures, Data Visualization, Extract, Transform, Load, Leadership and Management, NoSQL, Data Analysis Software, Data Visualization Software, Database Administration, Cloud Infrastructure, Cloud Management, Database Theory, PostgreSQL",Beginner,Specialization,3 - 6 Months,4.7,574,"15,021",https://www.coursera.org/specializations/microsoft-azure-dp-900-data-fundamentals,True
Programming in C++: A Hands-on Introduction,Codio,"Computer Programming, Computer Science, Problem Solving",Beginner,Specialization,3 - 6 Months,4.6,962,"21,364",https://www.coursera.org/specializations/hands-on-cpp,True
Microsoft Azure Data Scientist Associate (DP-100),Microsoft,"Machine Learning, Microsoft Azure, Applied Machine Learning, Machine Learning Algorithms, Machine Learning Software, Cloud Computing, Python Programming, Human Learning, Algorithms, Big Data, Cloud Applications, Data Analysis, Regression, Cloud-Based Integration, Extract, Transform, Load, Training, Exploratory Data Analysis, Cloud Platforms, Data Management, Deep Learning, Experiment",Intermediate,Professional Certificate,3 - 6 Months,4.4,309,"14,258",https://www.coursera.org/professional-certificates/azure-data-scientist,True
Python Data Structures,University of Michigan,"Computational Logic, Computer Programming, Critical Thinking, Data Analysis, Data Management, Data Structures, Problem Solving, Programming Principles, Python Programming, Software Engineering",Beginner,Course,1 - 3 Months,4.9,94K,"996,497",https://www.coursera.org/learn/python-data,True
Fundamentals of Finance,University of Pennsylvania,"Accounting, Finance, Financial Accounting, Financial Analysis, Mathematics, Problem Solving, Decision Making, Estimation, Investment Management, Management Accounting",Beginner,Course,1 - 3 Months,3.9,844,"84,787",https://www.coursera.org/learn/finance-fundamentals,True
Statistical Analysis with R for Public Health,Imperial College London,"Data Analysis, General Statistics, Probability & Statistics, Statistical Analysis, Statistical Tests, R Programming, Regression, Biostatistics, Statistical Programming, Basic Descriptive Statistics, Exploratory Data Analysis, Critical Thinking, Correlation And Dependence, Probability Distribution, Epidemiology",Beginner,Specialization,3 - 6 Months,4.7,1.9K,"30,316",https://www.coursera.org/specializations/statistical-analysis-r-public-health,True
Real-World Product Management,Advancing Women in Tech,"Leadership and Management, Product Strategy, Product Management, Strategy, Marketing, Strategy and Operations, Product Marketing, Business Process Management, Customer Success, Market Analysis",Beginner,Specialization,3 - 6 Months,4.5,806,"18,964",https://www.coursera.org/specializations/real-world-product-management,True
Introduction to Data Engineering,IBM,"Data Engineering, Data Management, Extract, Transform, Load, Databases, Network Security, Big Data, Data Warehousing, Leadership and Management, SQL, Data Science, NoSQL",Beginner,Course,1 - 4 Weeks,4.7,2.2K,"407,164",https://www.coursera.org/learn/introduction-to-data-engineering,True
Finance for Technical Managers,University of Colorado Boulder,"Finance, Financial Analysis, Accounting, Investment Management, Cost Accounting, Leadership and Management, Financial Accounting, Financial Management, Strategy and Operations",Beginner,Specialization,3 - 6 Months,4.7,95,"165,806",https://www.coursera.org/specializations/finance-for-technical-managers,True
